Varies per block?       ,1,Unit,MW,1,2006
Varies per sequence?    ,1
# of agents             ,4
Stag,Seq.,Blck,Element 1,Element 2,Element 3,Element 4
1,9,3,0.26390008971011936,0.8022554635966079,0.12538098536264242,0.8948468531014735
1,10,1,0.35509952807539724,0.05653243262958019,0.6494501711172425,0.8965723337702569
1,10,2,0.27324402046104557,0.014129919934948276,0.8458502226061957,0.9233890026386309
1,10,3,0.6240803662906225,0.9933258224578418,0.7654651250113593,0.6050598621563981
1,11,1,0.34095756708861824,0.13510552647119578,0.386155093435842,0.07536769172885904
1,11,2,0.5346071754146959,0.6816959200008434,0.8415183365166681,0.4880031280568913
1,11,3,0.3157951955483187,0.36696791165832643,0.2850202839025422,0.9917208154891528
1,12,1,0.8695021056825198,0.3995332328606329,0.328893724806987,0.8430520253123488
1,12,2,0.08408848191932927,0.9821759016508949,0.26052730091241005,0.5764854647165707
1,12,3,0.9029428045086816,0.42553395924431503,0.6831820357337881,0.4416802464698062
1,13,1,0.3717676918246504,0.08335091099371494,0.3184317825376055,0.2043680194022044
1,13,2,0.6065392476712104,0.6127957052005886,0.9740663185861225,0.9782382135686927
1,13,3,0.011814290898318314,0.4176468974516869,0.8220397747887114,0.9412264246881887
1,14,1,0.917371729624435,0.15639981967005423,0.5200680790464298,0.01430763868193452
1,14,2,0.6133264475863778,0.9199451936603944,0.13281107314759866,0.16961058806531826
1,14,3,0.32268248807364475,0.28951175239326177,0.7334614139610116,0.07138922604450926
1,15,1,0.5466104777157472,0.5777127041544574,0.22272607660684018,0.3023120519094056
1,15,2,0.6115649969918013,0.6489950168952316,0.8733768523242429,0.24790291756412008
1,15,3,0.03275907939946876,0.8883883812246389,0.960977347479911,0.34754021221469067
1,16,1,0.6631344690593972,0.3722390130277593,0.22572288628684256,0.9563911234960232
1,16,2,0.015917477980993633,0.24613570563373388,0.9525912031048007,0.7662381411992538
1,16,3,0.8010055670567211,0.30133105286777195,0.9991427508629631,0.05851156719111206
1,17,1,0.08765659632299472,0.9219181723493866,0.24673287407860967,0.861960121520881
1,17,2,0.4997696239983882,0.209986149388107,0.18474903708030466,0.11785500986507813
1,17,3,0.12204869307041744,0.5975899672066036,0.44013945940650157,0.9253881552716503
1,18,1,0.12475208234274215,0.03843347039422462,0.14953205966104477,0.4258812349232566
1,18,2,0.5274338316659892,0.5376075770292381,0.5507510631603714,0.6507562271096363
1,18,3,0.7910604217709141,0.41615816553092544,0.8467871782267848,0.8578124920156547
1,19,1,0.8698364359962485,0.5843047455929691,0.6088178327259284,0.54450352400945
1,19,2,0.5718866637711979,0.5256521427397061,0.48378050261050354,0.9989152808347541
1,19,3,0.18956632478827085,0.08893057811766147,0.6087702839516871,0.8637231449361338
1,20,1,0.748111893505089,0.34599843544286313,0.27881614677435174,0.907287693706905
1,20,2,0.4580365258976513,0.9835320085558801,0.4384999797810356,0.8916385004349414
1,20,3,0.08600722930800186,0.4554500803040915,0.8041179341899394,0.9238581274027817
1,21,1,0.39642652434700976,0.9219935531945276,0.16066759990477575,0.6144731345825796
1,21,2,0.8673995795017977,0.8397364962330356,0.45288546650294914,0.57270133323574
1,21,3,0.7698513146293551,0.11075031202635222,0.7402758627731469,0.9572801011251502
1,22,1,0.6219593633719054,0.33361913694934553,0.40077485593287765,0.12323969343633179
1,22,2,0.5587489958162908,0.9948965999221047,0.7002091316461205,0.4051375085755775
1,22,3,0.5392818674486082,0.8782119448860113,0.6989007477781581,0.4025848391608753
1,23,1,0.48551621761836117,0.7553571364898044,0.9708097110994358,0.896398905618722
1,23,2,0.41716734451151494,0.5536827333361121,0.7918212597746512,0.9743059442312743
1,23,3,0.6298415665261596,0.1506734729127308,0.17240256128939802,0.3032352934178302
1,24,1,0.80118576407435,0.9251951704547134,0.21591649676511504,0.6073649096616267
1,24,2,0.13749085994870658,0.0878077524633809,0.9843915313390825,0.8837263504812731
1,24,3,0.4106956053011692,0.8126380471216248,0.6161426514837773,0.4877939731984797
1,25,1,0.832032315549857,0.6387605830447485,0.6682378388633872,0.18686083080325777
1,25,2,0.22870656362152797,0.3040841149259619,0.5062229874075628,0.8209693435043175
1,25,3,0.6504221902154093,0.43031939598148994,0.8760896063637278,0.44538406307149025
1,26,1,0.7657543453407916,0.9632066487345059,0.3941991804258116,0.7610028010318854
1,26,2,0.8212968035467709,0.2735668773544535,0.10595137331044491,0.5938343902146126
1,26,3,0.3735164776540165,0.06380529157012882,0.5109770843038117,0.40101018429639734
1,27,1,0.3681367687060797,0.07596092517748354,0.6833233086068347,0.562316811986588
1,27,2,0.4458875619981051,0.3329035876813977,0.6759311863791462,0.7353436652487066
1,27,3,0.7344876896046646,0.880775362465146,0.9750623634962556,0.0017626304588302943
1,28,1,0.9438179454334945,0.19866898118114396,0.0676816889838261,0.2057051018221654
1,28,2,0.5773493540809409,0.6731634305757443,0.5472234600573485,0.725913044612952
1,28,3,0.722138651958719,0.40322117388447176,0.867304929997113,0.3469117657428724
1,29,1,0.20105724602182362,0.8726297156763709,0.8465832419888388,0.9866482346261614
1,29,2,0.9159494069390779,0.5410235660638316,0.999703404173081,0.7181592760063302
1,29,3,0.37145003195406945,0.01375684670545052,0.25650170648029214,0.7107408022768107
1,30,1,0.8232797557006064,0.2895497694393985,0.453265697658088,0.7556341946695069
1,30,2,0.23592799819008925,0.5570475793536811,0.6896917926172892,0.706902747162937
1,30,3,0.5654274079242656,0.4085776271998749,0.3091260545111869,0.25935307638411587
1,31,1,0.3605030957551334,0.5004443102816181,0.8958684365419034,0.9137444986053846
1,31,2,0.022328634119612945,0.2666630435836108,0.3479960387915342,0.6980277482500865
1,31,3,0.11529679801303927,0.6875545858036756,0.6325232571216814,0.005465898121338686
1,32,1,0.22324314424311287,0.6762571187291584,0.14246011473597764,0.38952155622445006
1,32,2,0.6845282947686018,0.906935589106385,0.03978140427716581,0.7140955231755937
1,32,3,0.032339513277948706,0.1268752739883312,0.3237639470316376,0.23039848442236188
1,33,1,0.19406938585721378,0.31893985258461677,0.5225207182310918,0.8180938369529878
1,33,2,0.32649809970692334,0.3733205846952903,0.60254981048801,0.408567562059339
1,33,3,0.9194029249127809,0.3281011463697683,0.9758626658137393,0.6137098020041711
1,34,1,0.5011908203999811,0.10960967874288663,0.5554854111936716,0.9150463849423158
1,34,2,0.3972764862165914,0.377928474649198,0.040185727518514236,0.9794644586797114
1,34,3,0.5549767906946674,0.20244972144018702,0.8169557793204467,0.9507214047654422
1,35,1,0.04990874081622043,0.8405139829355825,0.9957511042456884,0.04864228334880627
1,35,2,0.3022690905847669,0.3909574135081173,0.3187244303460859,0.7232192538296447
1,35,3,0.7480592203275076,0.7773728256487262,0.7739537076596323,0.4292557806972661
1,36,1,0.8507881104617192,0.44901635462798084,0.167821063156383,0.7553152780868413
1,36,2,0.9870402147985626,0.22549036413284873,0.7234181169715252,0.07855554056446712
1,36,3,0.8853447185404932,0.37594227295974636,0.355181147367144,0.005251200902355979
1,37,1,0.46154907781329446,0.9653625927871341,0.9883823452010767,0.3973967396099898
1,37,2,0.30001893404713265,0.6773373731208188,0.3863282548015057,0.11134471673799062
1,37,3,0.9446078441580712,0.09365274816654323,0.22783087271808733,0.8575781522990631
1,38,1,0.021618934298787584,0.5490238775430722,0.4909973984368965,0.2902807632994435
1,38,2,0.7673066556002814,0.40520415677599475,0.7153038155672564,0.9166582208707932
1,38,3,0.4594805854259345,0.44276191617343486,0.4530508097055663,0.3103250108146345
1,39,1,0.6775825440051491,0.2487944703262246,0.035126223078913776,0.6425715792185156
1,39,2,0.49514393319098415,0.13268774866296784,0.7280145385491279,0.09914225849800506
1,39,3,0.5964748712424239,0.4319591351284009,0.8180753174203221,0.2641847823704142
1,40,1,0.9860017948987467,0.49279508694708496,0.4701439580273479,0.1955622945348685
1,40,2,0.5920192206623744,0.9662254863977897,0.6614682030628423,0.54574192889862
1,40,3,0.10477103909212393,0.6087052689249248,0.8380032917636506,0.5114645037372136
1,41,1,0.9651750354982032,0.7927302390482958,0.5509628370403039,0.2323948883693514
1,41,2,0.2855354857666086,0.006429370853630045,0.15012246702891452,0.7577515278892843
1,41,3,0.5895068265944521,0.5638459142526622,0.2628393555811368,0.29460548636547235
1,42,1,0.7511067759487879,0.04859465096197613,0.4628795572004636,0.7103351867533505
1,42,2,0.5809912112585993,0.6942595226215473,0.3791570403034026,0.7678283630002694
1,42,3,0.7665771694693948,0.49279687396628113,0.05568076736759475,0.8691056844268501
1,43,1,0.5479336307530371,0.8127525428826661,0.21701266287624854,0.9081761135378446
1,43,2,0.9071658711824362,0.3440320174156264,0.5865385296708723,0.5690228395859482
1,43,3,0.4000375840549888,0.8066996068210808,0.7348925642901307,0.05220651715515823
1,44,1,0.6125209902027868,0.6352537762443919,0.4355673585178721,0.049397985006381706
1,44,2,0.9673683595914326,0.9103159272007224,0.31617942778434727,0.45343130731104453
1,44,3,0.2583596536843116,0.3819693463823135,0.7165754308957668,0.18422165851797367
1,45,1,0.5661067428524287,0.7818789197434499,0.1447613283114737,0.9079826853810036
1,45,2,0.5555972889591911,0.05155446828744559,0.8549152424415793,0.832566686631981
1,45,3,0.10120520695241586,0.7769573150115574,0.9106047049881167,0.4349986764414613
1,46,1,0.5619655030986168,0.8546364397868198,0.2179779052609392,0.48528709906637446
1,46,2,0.27985790774892716,0.8006316004164513,0.09419203019411682,0.36496627342587673
1,46,3,0.6420397112663301,0.623060413473298,0.23009972063753636,0.4441379574080577
1,47,1,0.8150259360961689,0.25501993544144685,0.8842058699154904,0.3731276251570368
1,47,2,0.626680650172124,0.5211478197067383,0.42789079566839794,0.47111281420108453
1,47,3,0.006240387630536137,0.5305446539972241,0.5335214608930721,0.5027966665810288
1,48,1,0.01792843663021948,0.1585603352716427,0.9104428294863387,0.6847436785751262
1,48,2,0.7395213208396398,0.7665278800838302,0.1892866464902374,0.03126113780430395
1,48,3,0.5991024254370105,0.6814737924637353,0.3038230757566762,0.24621261607650569
1,49,1,0.8563262266755032,0.9320017212194798,0.21589646341942847,0.7936211441871421
1,49,2,0.40162485672904413,0.30442406483216033,0.7392211172371903,0.6291967115014545
1,49,3,0.5559915539744142,0.6704064145159532,0.8173481818986248,0.6678720815699133
1,50,1,0.048070218258656316,0.4051763802569843,0.8403701280948288,0.8961837514200142
1,50,2,0.0869515430113943,0.8612040981571707,0.08514199005400513,0.5717477191136726
1,50,3,0.8172003927406826,0.4054933885833274,0.34066139950457264,0.6522324377234787
1,51,1,0.16199468107260429,0.26246662791851816,0.9424804318782289,0.44033617587317053
1,51,2,0.2379655289478948,0.7014301888600909,0.32588200787018606,0.3355019316411303
1,51,3,0.42117399595044525,0.1261370094069858,0.27974280953006736,0.3824857149576364
1,52,1,0.19880427902071918,0.23277802828937322,0.8532885532291825,0.07055599868582596
1,52,2,0.7949855909201551,0.8411588266293684,0.05253467286389579,0.33074694327258025
1,52,3,0.27586399617104584,0.2723928911724409,0.5437115502988545,0.18059165723713821
1,53,1,0.5100456174584327,0.22863271324162948,0.852530987505822,0.3543458448091381
1,53,2,0.20746748342366228,0.6956461557752713,0.4081869502177915,0.6378642962118075
1,53,3,0.9054990478113849,0.009512397451040933,0.14962479994365774,0.6172057861357176
1,54,1,0.7105176508616575,0.7693205701181254,0.47864523133445425,0.4993106050207494
1,54,2,0.9017054109652609,0.26651902772638336,0.72575711830333,0.8868750536408305
1,54,3,0.21799837300067537,0.06857932247002463,0.5730474121853055,0.6639549818228181
1,55,1,0.06606735211499926,0.4772545707331417,0.7239715404305738,0.061561241449929804
1,55,2,0.2634496850654682,0.8448489711369145,0.09877261857994979,0.3553950182718082
1,55,3,0.9083679516886294,0.039091355035168585,0.06347645067309582,0.1653002605914533
1,56,1,0.7305690088596288,0.3845612732272843,0.3817408430457374,0.04785426861262265
1,56,2,0.9238509470184437,0.4061238056675598,0.5638537190283572,0.3106639578232697
1,56,3,0.07593767160502152,0.6946302364748134,0.14549890149654754,0.9500728680216173
1,57,1,0.43564845001944064,0.11770022817581349,0.5941798494135964,0.9784593363072323
1,57,2,0.5959970313212715,0.45990442658705755,0.7389008737545761,0.6678065046143131
1,57,3,0.9562448650757776,0.64885989647728,0.7785177234653611,0.2317609505079119
1,58,1,0.6155171144725602,0.6378523200737751,0.5193949969427869,0.7747072707403615
1,58,2,0.9662276375117018,0.7632822207502785,0.3780268866871934,0.5311728634287978
1,58,3,0.7667169287029116,0.6014955742893824,0.5161187295162557,0.026284001173213722
1,59,1,0.10459402685337849,0.4638769012525652,0.7076732354707578,0.4081818734557443
1,59,2,0.02131369588041987,0.2554879975869764,0.6986964334198105,0.8676796482324771
1,59,3,0.987064563806684,0.3386037226605667,0.4280010780491965,0.9257606166396364
1,60,1,0.9093845956619466,0.10403509341076389,0.345837751540621,0.6608894190954029
1,60,2,0.05738419663360461,0.43338573939338554,0.03562663774301433,0.7571646945809982
1,60,3,0.8426439570017703,0.6643060454290544,0.07390779691056593,0.18054944097820202
1,61,1,0.3887393992141708,0.4735726765812944,0.0542371787091791,0.26179680943378014
1,61,2,0.9147650745083498,0.31561463592084804,0.5031734238744185,0.05745851256498735
1,61,3,0.3022646472448831,0.9568339688015981,0.8889378130005732,0.8881329222591325
1,62,1,0.24018744114763946,0.6148876402870966,0.34289198211186744,0.9634263576752413
1,62,2,0.011831381726191248,0.428865534242969,0.8787406147106473,0.5495294527712604
1,62,3,0.3898374896263266,0.3170908257002196,0.7878186842955082,0.37834929725006994
1,63,1,0.3946373724270851,0.9179581450924823,0.038594421927866884,0.4249912141799139
1,63,2,0.4026863428443104,0.289812210361271,0.8495975387156249,0.6416019308956462
1,63,3,0.6860200823420419,0.7498366496732587,0.23543208408054173,0.316931438464215
1,64,1,0.9804934436647559,0.14733818788787034,0.2490804499813375,0.3098048403781757
1,64,2,0.05362322618939275,0.7953482168016588,0.06565675394166437,0.007927700612084365
1,64,3,0.1918137750832789,0.7617078057111906,0.8516749707809292,0.8671165619063101
1,65,1,0.7591887360900489,0.9488085890711939,0.045025421000382204,0.5063230123643336
1,65,2,0.7398943252079824,0.9248330776918079,0.25204563359925514,0.0712837302029754
1,65,3,0.03176069462085174,0.7859117402813678,0.301665064859058,0.4713435207529768
1,66,1,0.8206592768115359,0.6963628720901316,0.5886924365534676,0.8722017133226128
1,66,2,0.09034977359783225,0.4118809687861602,0.39836647336195674,0.3596833433239188
1,66,3,0.8873184402306058,0.7109398897103238,0.12970965277842006,0.6971235594648697
1,67,1,0.35138251935215425,0.5891160543669736,0.6217803517188358,0.2917355400042756
1,67,2,0.0654493265414351,0.21789466916395472,0.9221614290103837,0.22489360047978946
1,67,3,0.49307482358363863,0.9217331753853462,0.8476568045270394,0.9011179963962936
1,68,1,0.31814381642603284,0.9448900171035732,0.879603327689775,0.38640689527974925
1,68,2,0.4510821572534025,0.298577153052364,0.5225041152047052,0.3886597770974516
1,68,3,0.8343874219829825,0.4420343786900529,0.3522677861441852,0.9351654748048561
1,69,1,0.07116503982160172,0.3442154330955334,0.470594496679986,0.020495273041986506
1,69,2,0.002376308211459399,0.9068773442315283,0.012518064711319221,0.0809635900145349
1,69,3,0.2463567723452904,0.15279060852684645,0.38375550845927386,0.9857659077307974
1,70,1,0.9838983130454102,0.6923384435945257,0.1949681225462283,0.34431234249205156
1,70,2,0.965213217589949,0.6105157064939042,0.6870155914780072,0.7166272817926596
1,70,3,0.48300967749771506,0.10911127411517496,0.913594323893901,0.6833031663939333
1,71,1,0.5415070222273419,0.5363598142469495,0.22793300706363384,0.3503431715239904
1,71,2,0.13907748385320495,0.12242084602115555,0.666562327283325,0.6029548114717138
1,71,3,0.8970599256388938,0.20812293568454043,0.9769386453555684,0.7068105417556283
1,72,1,0.6656674343021309,0.5004823429371148,0.08255795074051919,0.19570401782757885
1,72,2,0.789107358046867,0.25608851470872684,0.785465320249535,0.43292297144010816
1,72,3,0.32461273242191147,0.7105252896387639,0.9326609276012079,0.8290634584349852
1,73,1,0.4830966901333229,0.7728256731708092,0.07485465303419181,0.9571674133591239
1,73,2,0.3122004401680525,0.2691804060328158,0.9777750426125482,0.3941072230587064
1,73,3,0.8832392327700354,0.3806654942046621,0.06030486115230649,0.8260672143336918
1,74,1,0.14313220755388123,0.01452075070471981,0.09685370595446585,0.5436251943126267
1,74,2,0.8203186861231218,0.7894495980001568,0.4969207164261882,0.7403792829362457
1,74,3,0.050787288688409093,0.34628476778403394,0.9994107652781736,0.8802954725924677
1,75,1,0.8568163840880554,0.18309761925348056,0.49397149180168043,0.6084760049428559
1,75,2,0.8782526396938815,0.433839415593239,0.8681046184871064,0.7372602000738913
1,75,3,0.30619643854594725,0.9531296142574426,0.09501481396409761,0.6363956615964472
1,76,1,0.9375957490746165,0.5108823422882092,0.3868865054611046,0.921588381845017
1,76,2,0.6116756256220686,0.710029338472705,0.9938659514537374,0.7599778031883733
1,76,3,0.8662442778143962,0.9709639602304496,0.08828217032323016,0.4289243118529833
1,77,1,0.356146470647722,0.7432526668286792,0.6963647084340228,0.5068261823148357
1,77,2,0.9572413498114254,0.010416733892145258,0.6247585135875784,0.5882050039801929
1,77,3,0.690023306548472,0.6231874281902665,0.16596866144604205,0.5708981862325089
1,78,1,0.508230207511789,0.3141580868122007,0.7299769054533232,0.38886848406912433
1,78,2,0.9322743818988288,0.8625240317121001,0.10913733707411222,0.22476023318612048
1,78,3,0.4354157102987193,0.2211818028067012,0.44673557026102007,0.8091929622432092
1,79,1,0.8295282303047578,0.5401675842454337,0.01785917709234419,0.6042380719967522
1,79,2,0.14440390853859664,0.6961920307921883,0.4042398824923905,0.6766537821856473
1,79,3,0.7783067774340822,0.266072565547367,0.7908853027897143,0.6403620247555426
1,80,1,0.9420673844251113,0.11340054729739846,0.30071996354688824,0.45850975333229904
1,80,2,0.16955959446991575,0.35463760352217566,0.747053236905556,0.6057321097222028
1,80,3,0.9636869818940237,0.1651210833403891,0.16759380826410442,0.20645585992217352
1,81,1,0.5202769252348698,0.01852878296578342,0.2048221140559865,0.6366016811546369
1,81,2,0.04138425165432702,0.09229451709058378,0.39838503806922043,0.25595621099210897
1,81,3,0.0766406042547616,0.2601591136765604,0.14374843350400357,0.5990938993021928
1,82,1,0.1429956786547435,0.7283569065991902,0.8796604567952273,0.9821544927192489
1,82,2,0.32265445103565016,0.021240253516058738,0.26236466092246213,0.5250102405322814
1,82,3,0.925615856701371,0.5816072665249199,0.7130360026791893,0.18707112884911492
1,83,1,0.47825781936446865,0.22387360959921088,0.17834211574847791,0.9423962094335205
1,83,2,0.6807176974259233,0.44837672067867973,0.3312271498288968,0.060867011379458935
1,83,3,0.8154113953550599,0.6574044357034432,0.12255284849662851,0.8598959473278665
1,84,1,0.9348191550926819,0.9651291224370753,0.36969792824081593,0.2795960417216772
1,84,2,0.9473468982073832,0.44954136613299367,0.24607756900123978,0.8742154074279496
1,84,3,0.38730857988085776,0.01844714965081007,0.3855492684551083,0.21460327754127562
1,85,1,0.2027280146013748,0.42002997724418,0.6791909120208979,0.04434746369473874
1,85,2,0.9261295420840021,0.12811013696866702,0.7160186910533481,0.4746604051395802
1,85,3,0.19048988674320677,0.9846464099664558,0.9003026480860281,0.35010970815791964
1,86,1,0.11898445483708242,0.1686855524401043,0.6242797018200128,0.03815796379649927
1,86,2,0.9474635403065759,0.6002516207991062,0.6755912948621317,0.13159369909519847
1,86,3,0.23345100487743053,0.3517093081592384,0.22784738827144912,0.10518974310235474
1,87,1,0.43932386853547456,0.5122722747131274,0.009241552327455382,0.46159045389820275
1,87,2,0.42715699046614897,0.7567945792143382,0.3558356188120049,0.04319369569288689
1,87,3,0.25475470763670005,0.3313036951217232,0.18155774925076407,0.3699631800784138
1,88,1,0.7725427004350427,0.1995499877578184,0.2652698343058313,0.26013454885096143
1,88,2,0.23096116702145641,0.5491836634466265,0.660318419441881,0.9451208973809819
1,88,3,0.9230173050652624,0.7858537335652303,0.521624086723522,0.7973751175787396
1,89,1,0.6079920180649747,0.8469141209677835,0.656544108105344,0.7165239592224331
1,89,2,0.5636278129150034,0.5614201010862014,0.12052142651825593,0.4601427374723095
1,89,3,0.6112002028259709,0.04219521347983335,0.31959043460821257,0.16696727663714483
1,90,1,0.5532378907958961,0.130982409637163,0.5225775967622266,0.5555492432541662
1,90,2,0.4579174078721808,0.055845874761403014,0.2672460563784802,0.025642961232347217
1,90,3,0.8470633013747642,0.7859755268900328,0.47971291697085117,0.06880576549996142
1,91,1,0.34076293563849713,0.45747793129904224,0.6632347196618276,0.06620418578707099
1,91,2,0.9848687702555623,0.4515797985395693,0.7012607311548202,0.08210263588053812
1,91,3,0.8226155701516715,0.4389885588656721,0.34656948226514195,0.20482282324534218
1,92,1,0.510282569353651,0.6397939573831173,0.8489315414189929,0.9351558106216846
1,92,2,0.40888682233521556,0.5882612761842712,0.6308365298660878,0.09323296809082149
1,92,3,0.09736850031265432,0.3112978832829021,0.6436478750879275,0.9490620612360352
1,93,1,0.9119849404350575,0.8815241236041969,0.6479003549892872,0.5824299716810886
1,93,2,0.04915937164963702,0.09705039039311658,0.24894361901023832,0.6137123814194656
1,93,3,0.4564143576187185,0.3646825155669302,0.5971318951085092,0.2344586253253409
1,94,1,0.48269030480354935,0.1805432918986698,0.07694613290540508,0.3143136223990812
1,94,2,0.74628045519909,0.02240379939993864,0.5126780077929869,0.19236230397869458
1,94,3,0.4089498798153719,0.9275627701950473,0.5124072921700122,0.8088305752960474
1,95,1,0.3102548108829326,0.2834630736872017,0.6194815577569424,0.9804204030346813
1,95,2,0.23350787222101088,0.7113512449241333,0.367040560920441,0.19197999691708145
1,95,3,0.17559510303647263,0.11233401237820284,0.7817918170466029,0.37710548063923444
1,96,1,0.6804931371897849,0.9135509595297957,0.7977090959646664,0.9203566498194657
1,96,2,0.8747187828343062,0.6764611331873722,0.4736328494792572,0.9114920243866205
1,96,3,0.5639980044129884,0.1835009966718837,0.1745825813208044,0.5103392598502099
1,97,1,0.8837630187440324,0.8544750516990349,0.4446714200246915,0.2167353916652468
1,97,2,0.3168367127316356,0.15231982974721747,0.9015423840857164,0.31177354483146713
1,97,3,0.6587956563044965,0.07227025377856644,0.3071098671769732,0.5085327255565839
1,98,1,0.4109289884201375,0.8945259824793699,0.3684642668738203,0.18359922137747198
1,98,2,0.2855039572430105,0.8918963924439318,0.5587161154578082,0.9497356275827811
1,98,3,0.25207533351428313,0.7782291399312729,0.3458825752149477,0.5234417012860233
1,99,1,0.49277968261105687,0.6336067586142944,0.7575438954511196,0.914127132718356
1,99,2,0.4670432219704914,0.09768176800174366,0.16368409773177506,0.5946741054629159
1,99,3,0.06474188917218537,0.4996271270579986,0.44092489306548344,0.6689169682518001
1,100,1,0.8085727461095651,0.3892712640712088,0.596999813603978,0.7582123250911252
1,100,2,0.05255398679889689,0.2046176935439039,0.5052765262691419,0.8057013385998371
1,100,3,0.07590398580031943,0.4605716880039239,0.764846584030761,0.261313112375563
1,101,1,0.25198380578204405,0.23709419980488522,0.8886600732534444,0.09080503579805566
1,101,2,0.539263702495836,0.5447306967589842,0.6676268430523102,0.19639576029697214
1,101,3,0.6599199791167498,0.8278642801334615,0.8743924585971503,0.2760001751439187
1,102,1,0.7641702870091458,0.650109704561288,0.899723330893746,0.4473094158133548
1,102,2,0.8434189355988222,0.9283101795502053,0.510054142039787,0.677410658279924
1,102,3,0.9089332624628426,0.35078768747186206,0.8006726104687731,0.48654559289095345
1,103,1,0.5985997358959361,0.54483772683855,0.20690763593261718,0.21403176966661297
1,103,2,0.08545823598805025,0.4435479975104575,0.22495478062966767,0.7929071438820572
1,103,3,0.2913650384530868,0.7590701886834368,0.5794064961801038,0.9408023148587121
1,104,1,0.2654745725862748,0.5440233688636533,0.8224483963498399,0.6301347683300411
1,104,2,0.3714441262947672,0.05241953507400443,0.4823953295592571,0.6859608973824716
1,104,3,0.665642385696942,0.4842480918983063,0.6950278934365921,0.7326650757370501
1,105,1,0.9716925922203188,0.1854121107237685,0.400570063979534,0.3193943446129546
1,105,2,0.14213432200789322,0.7094400502930618,0.06030036566395158,0.9674153761841888
1,105,3,0.3371458409718895,0.8397908052406453,0.19516840138051794,0.8174778521545423
1,106,1,0.4451733762128176,0.43345406888158733,0.14783908449660776,0.6997822382910681
1,106,2,0.2079936299978824,0.09255846940677359,0.5098084426551164,0.8058534016036407
1,106,3,0.1731872814490436,0.2942329724928052,0.5011045083208463,0.5395661696339356
1,107,1,0.8391845423345223,0.27392463317468385,0.14854572101105035,0.8757228855719172
1,107,2,0.03745766754567503,0.548640467706677,0.8660014687191588,0.43783286481545414
1,107,3,0.3267771752083488,0.6346446089249747,0.7949692778547621,0.516050039904328
1,108,1,0.7972339949241889,0.014151102137313742,0.818722042760532,0.059858158006545814
1,108,2,0.4506610351930789,0.42139387540368345,0.13255703047347223,0.9061295254635284
1,108,3,0.5544457895449701,0.9280527821845375,0.40527816286148033,0.0094913750462704
1,109,1,0.26788425133697524,0.44598292270737083,0.22718209335318162,0.7862886468824044
1,109,2,0.3257261392409254,0.8275423046081687,0.11959669850134413,0.04931367904790385
1,109,3,0.2014720075464136,0.39309627670367475,0.19038349038083768,0.5849457467925947
1,110,1,0.45483285642666615,0.8160625125956187,0.5936512959132527,0.06524415093945923
1,110,2,0.7622996397576856,0.024560783698689415,0.4875821356024135,0.6218020922364142
1,110,3,0.6115400700263549,0.6565548341759082,0.2592879572079123,0.1967559894550901
1,111,1,0.9936305955137206,0.599142796736589,0.9026652742535171,0.10425915952087594
